category,title,body,origin
"한화생명, 한화손보, 한화증권","한화투자증권, 미국주식 직접거래 서비스 개시
",미국주식 서비스는 보유중인 계좌에서 간단한 신청만 거치면 거래가 가능하다. 홈트레이딩시스템(HTS) ‘스마트 원’과 모바일트레이딩시스템(MTS) ‘스마트 엠’ 모두 이용할 수 있다. 한화투자증권은 환전 없이 원화로 거래할 수 있는 ‘원화증거금 서비스’와 즉시 환전이 불가능한 야간(오후 4시~다음날 오전 9시)에도 거래가 가능하도록 하는 ‘가환전 서비스’도 제공한다.,"한화투자증권이 13일 미국주식 직접거래 서비스를 시작한다.

미국주식 서비스는 보유중인 계좌에서 간단한 신청만 거치면 거래가 가능하다. 홈트레이딩시스템(HTS) ‘스마트 원’과 모바일트레이딩시스템(MTS) ‘스마트 엠’ 모두 이용할 수 있다. 한화투자증권은 환전 없이 원화로 거래할 수 있는 ‘원화증거금 서비스’와 즉시 환전이 불가능한 야간(오후 4시~다음날 오전 9시)에도 거래가 가능하도록 하는 ‘가환전 서비스’도 제공한다.

서비스를 신청한 개인 고객을 대상으로 미국 주식 입고 잔고에 따라 최대 50만원을 지원하는 ‘잠 못 이루는 밤… 미국주식 하고 혜택도 누리고!’ 이벤트도 연다. 미국주식 직접거래 서비스 신청 후 10달러 이상 거래한 고객 선착순 100명에게는 1인당 3만원 상당의 갤러리아 상품권을 지급한다. 이밖에 월말 잔고 5만달러 이상 또는 월 1,000달러 이상 거래 고객에게 실시간 시세조회 서비스를 3개월간 무료로 제공한다. 이벤트 기간 온라인 거래수수료는 0.1%로 적용할 예정이다. "
"한화생명, 한화손보, 한화증권","한화투자증권, 상반기 영업익 590억원…32.7% 증가
","한화투자증권은 이 같은 호실적이 시장 거래대금 증가, 시장점유율(MS) 개선에 따른 위탁수익 증가, 신용공여 한도를 활용한 대출자산 확보 등에 따른 것으로 분석했다. 더불어 국내 개발사업 외 계열사 협업을 통한 해외 인프라 투자, 테슬라 상장 1호 기업공개(IPO) 주관, 스팩(SPAC) 관련 수익 실현 등도 호실적에 기여한 것으로 진단했다. 한화투자증권은 ""문제가 됐던 2015년 주가연계증권(ELS) 자체 헤지 발행물량을 완전히 해소해 향후 운용손익 및 금융수지 개선이 기대된다""고 말했다.","한화투자증권[003530]은 올해 상반기 연결기준 영업이익이 590억원으로 작년 동기보다 32.7% 증가한 것으로 집계됐다고 14일 밝혔다.

세전 이익은 592억원으로 28.6% 늘었고, 당기순이익은 450억원으로 25.7% 증가했다.

한화투자증권은 이 같은 호실적이 시장 거래대금 증가, 시장점유율(MS) 개선에 따른 위탁수익 증가, 신용공여 한도를 활용한 대출자산 확보 등에 따른 것으로 분석했다.

 
더불어 국내 개발사업 외 계열사 협업을 통한 해외 인프라 투자, 테슬라 상장 1호 기업공개(IPO) 주관, 스팩(SPAC) 관련 수익 실현 등도 호실적에 기여한 것으로 진단했다.

한화투자증권은 ""문제가 됐던 2015년 주가연계증권(ELS) 자체 헤지 발행물량을 완전히 해소해 향후 운용손익 및 금융수지 개선이 기대된다""고 말했다."
"한화생명, 한화손보, 한화증권","한화생명(088350) 2Q18 실적 Review
","경쟁사와의 보장성보험 성장률 차이는, 동사가 대형 생보사 중에는 상대적으로 빠르게 저해지종신보험과 GA채널에 진입했던 기저효과 때문으로 추정한다. 전년 대비 실적부진은 주식시장 부진에 따라 변액보증관련 손익이 전년 대비 부진하기 때문인데, 회사측에서는 하반기에는 전년 대비 상승한 금리 등을 고려할 때 변액보증 손익이 개선되어 연간으로는 양호한 순이익을 달성할 수 있을 것으로 예상했다.","News 

기대치 부합한 무난한 실적 시현: 2Q18 한화생명은 DB추정치에 대체로 부합한 1,302억원의 별도 기준 당기순이익을 시현했다.
손해율은 당초 예상보다 높았으나, 환평가이익 등의 기여로 인해 자산운용이익률이 상승해 양호한 실적을 시현했다.

전반적으로 특이한 요인이 없는 평이한 실적이었던 것으로 분석된다.




Comment 

하반기 변액보증관련 손익 개선 전망: 보장성신계약 APE는 -4.9%YoY의 부진한 모습을 보였다.

경쟁사와의 보장성보험 성장률 차이는, 동사가 대형 생보사 중에는 상대적으로 빠르게 저해지종신보험과 GA채널에 진입했던 기저효과 때문으로 추정한다.

전년 대비 실적부진은 주식시장 부진에 따라 변액보증관련 손익이 전년 대비 부진하기 때문인데, 회사측에서는 하반기에는 전년 대비 상승한 금리 등을 고려할 때 변액보증 손익이 개선되어 연간으로는 양호한 순이익을 달성할 수 있을 것으로 예상했다.




Action 

신종자본증권, 자본적정성 개선효과 있지만 배당부담 고려해야: 지난 4월 한화생명은 4.7%에 10억 달러 규모 신종자본증권을 발행했다.

자본적정성이 개선된 것은 긍정적이지만, 이제는 당기순이익에서 연간 700억원 내외의 신종자본증권 배당이 빠져나간다는 점도 고려해야 한다.

보험영업이익 기반의 영업가치에서 연간 신종자본증권 배당 이자를 공제하고 영업가치에 대한 배수를 10배로 8배로 하향, 목표주가를 6,200원으로 하향한다.

투자의견 Hold를 유지한다."
"한화생명, 한화손보, 한화증권","삼성생명·한화생명, 금감원과 ‘맞짱’
","금감원은 이들 84명 중 1명이라도 삼성생명 등을 상대로 보험금청구 소송을 내면 소송을 지원한다. 삼성생명이 지급을 거부한 6명을 상대로 채무부존재 확인 소송을 내도 마찬가지이다. 금융분쟁조정세칙에 따르면 금감원은 분쟁조정위원회가 신청인(민원인) 청구를 인용했거나 인용 가능성이 큰 사건에 대해 피신청인(금융회사)의 조치가 현저히 부당하다고 인정되는 경우 소송을 지원할 수 있다. 이에 따라 금감원은 우선 소송비용을 지원한다. 종전 심급별 지원액은 1000만원이었지만, 금감원은 예산 범위 내에서 최대한 지원한다는 복안이다. 윤석헌 금감원장은 소송지원을 포함해 이번 사태에 대한 입장을 16일 발표한다.","즉시연금 소송지원에 양사 법률 검토

금융감독원이 ‘즉시연금 과소지급’ 논란과 관련, 민원인 소송지원제도를 8년만에 가동하자, 삼성생명과 한화생명이 반발하고 법적 대응에 나선다.

13일 업계에 따르면 삼성생명과 한화생명 등의 민원인이 소송을 제기하면 금감원은 민원인의 소송을 지원할 예정이다.

금감원은 즉시연금 관련 분쟁조정 신청인 84명 중 삼성생명을 상대로 한 6명에 대해 과소지급액을 주도록 권고했다. 나머지 78명은 아직 분조위에 회부하지 않았다.



금감원은 이들 84명 중 1명이라도 삼성생명 등을 상대로 보험금청구 소송을 내면 소송을 지원한다. 삼성생명이 지급을 거부한 6명을 상대로 채무부존재 확인 소송을 내도 마찬가지이다.

금융분쟁조정세칙에 따르면 금감원은 분쟁조정위원회가 신청인(민원인) 청구를 인용했거나 인용 가능성이 큰 사건에 대해 피신청인(금융회사)의 조치가 현저히 부당하다고 인정되는 경우 소송을 지원할 수 있다.

이에 따라 금감원은 우선 소송비용을 지원한다. 종전 심급별 지원액은 1000만원이었지만, 금감원은 예산 범위 내에서 최대한 지원한다는 복안이다.

윤석헌 금감원장은 소송지원을 포함해 이번 사태에 대한 입장을 16일 발표한다.

윤 원장은 이달 초 “소비자 불이익이 없도록 감독 책임을 다 하겠다”고 말했다.


삼성생명과 한화생명도 소송전에 대비해 내부적으로 법률검토를 진행하고 있다.

삼성생명은 즉시연금 과소지급액을 주도록 한 분쟁조정 결과를 모든 계약자 5만5000명으로 확대 적용하라는 금감원 권고를 지난달 26일 거부했으며, 한화생명은 과소지급액을 지급하라는 분쟁조정 결과 자체를 거부하면서 ‘불수용 의견서’를 지난 9일 금감원에 제출했다.

한편, 금감원의 소송지원은 2010년 이후 처음이다."
은행권 동향,"출시 임박 '뱅크사인' 두가지 시선…""시대역행"" vs ""필요한 시도""
","은행연합회는 오는 27일 블록체인을 활용한 인증서비스인 뱅크사인을 출시할 예정이다. 뱅크사인은 지난 2016년 구성된 '은행권 블록체인 컨소시엄'의 첫 작품이다. 은행연합회는 공개키(PKI) 기반의 인증 기술, 블록체인 기술, 스마트폰 기술 등을 활용해 안전성과 편의성을 높였다고 자평했다. 하지만 은행권 일부에서는 뱅크사인이 시대를 역행하는 앱이라고 지적했다. 복수의 은행권 관계자에 따르면 은행권은 당초 이해관계로 인해 블록체인을 활용한 공동작업은 무리라고 판단했으나 금융위원회 등 정부당국의 요구에 떠밀려 인증서비스 개발에 착수한 것으로 전해진다.","은행 공동인증 서비스인 '뱅크사인'을 놓고 은행권 내에서 시대 역행이라는 의견과 필요한 시도라는 의견이 분분하다.

17일 은행권에 따르면 은행연합회는 오는 27일 블록체인을 활용한 인증서비스인 뱅크사인을 출시할 예정이다. 뱅크사인은 지난 2016년 구성된 '은행권 블록체인 컨소시엄'의 첫 작품이다. 은행연합회는 공개키(PKI) 기반의 인증 기술, 블록체인 기술, 스마트폰 기술 등을 활용해 안전성과 편의성을 높였다고 자평했다.

하지만 은행권 일부에서는 뱅크사인이 시대를 역행하는 앱이라고 지적했다.

복수의 은행권 관계자에 따르면 은행권은 당초 이해관계로 인해 블록체인을 활용한 공동작업은 무리라고 판단했으나 금융위원회 등 정부당국의 요구에 떠밀려 인증서비스 개발에 착수한 것으로 전해진다.

개발에 착수할 당시만 하더라도 은행권은 사설(자체)인증서의 활용이 그리 활발하지 않았기 때문에 사업성이 있었다.

그런데 카카오뱅크와 케이뱅크 등 인터넷전문은행이 출범한 이후 뱅킹 서비스의 편의성이 강조되기 시작했고, 은행들은 앱 개편을 거쳐 공인인증서 대신 사설인증서를 활용한 서비스를 제공하고 나섰다.

현재 대부분 은행들은 공인인증서나 보안카드 대신 지문이나 핀번호 등을 입력해 자금이체, 상품 가입 등 금융서비스를 이용할 수 있다.

반면 뱅크사인은 3년 전에나 통했을 법한 별도 인증 앱을 설치해야 하고, 모바일뱅킹 앱과 화면을 번갈아가며 사용해야 한다는 불편함이 있다.

또 뱅크사인과 모바일뱅킹 앱이 정보를 주고받아야 하기 때문에 처리시간이 상대적으로 느리고 처리 과정에서 해킹으로 정보가 탈취되는 문제가 발생할 수도 있다. 하다못해 불편하다고 여겨졌던 공인인증서도 최근 모바일뱅킹 앱에서는 자동으로 처리된다.

은행권 한 관계자는 ""안그래도 은행 앱이 많다는 지적때문에 최근에는 하나로 묶는 추세인데 뱅크사인은 이를 역행하고 있다""며 ""은행 입장에서는 고객 편의성을 위해 차라리 사설인증서를 쓰는 것이 더 나은 상황""이라고 지적했다.

또 다른 관계자는 ""관련 정책을 만드는 금융위원회도 지난 2015년 말 비대면 인증에 대한 가이드라인을 내놓은 이후 인증과 관련한 규제 개선이나 법률 개정 등에 대해서는 제자리걸음을 하고 있다""고 말했다.

◆불록체인 활용 등 필요=다른 쪽에서는 뱅크사인이 현 시점에서 필요한 시도라고 보는 시각도 있다.

또 다른 인증서 출시로 보기보다 은행권이 '블록체인'을 활용했다는 점에 더 주목해야 한다는 것이다.

은행은 규제 산업이라 다른 업권에 비해 상대적으로 보수적인 집단이다. 이 때문에 새로운 것에 대한 도전보다는 기존의 것을 유지하고 안주하는 경향이 강하다.

국내 은행들이 글로벌 은행들에 비해 상대적으로 늦게 블록체인 컨소시엄에 뛰어든 것도 이런 이유에서다.

블록체인 기술은 아직 주도권을 가진 곳이 없기 때문에 어떻게 활용하느냐에 따라 시장을 선도할수도 있고, 흐름에 뒤처질수도 있다.

은행권 다른 관계자는 ""당장은 인증서를 만드는 것에 불과하지만 이번 시도를 통해 블록체인을 다른 영역으로 확대할 수 있을 것""이라며 ""시도하지 않는다면 발전도 없다""고 말했다."
은행권 동향,"'비대면 채널 활성화' 내건 기업銀, 모바일 브랜치 구축 박차
","기업은행은 이달 초 모바일 브랜치 통합구축사업자(SI)로 '핑거'를 선정했다. 핑거는 신한은행 등 주요 금융사에 소프트웨어 솔루션을 제공하는 금융전문 시스템통합(SI) 업체다. 사업비가 5억원을 넘어감에 따라 지난 14일 사업 위탁 감리 공고도 냈다. 앞서 지난달 모바일 브랜치 사업에 필요한 웹 개발 전문 인력도 채용했다. 기업은행은 '묶음 상품 개설' 등 차별화된 기능을 검토하고 있다. 전국 모든 영업점마다 온라인 페이지를 개설, 자체 소통 창구도 마련하게 한다. 고객은 별도 영업점 홈페이지에서 바로 상품 가입이 가능해진다.","금융권에 무인 점포가 확산되는 가운데 IBK기업은행도 '모바일 브랜치' 사업에 속도를 올린다. 이르면 올 연말 실제 서비스를 선보일 전망이다. 

16일 업계에 따르면 기업은행은 이달 초 모바일 브랜치 통합구축사업자(SI)로 '핑거'를 선정했다. 핑거는 신한은행 등 주요 금융사에 소프트웨어 솔루션을 제공하는 금융전문 시스템통합(SI) 업체다. 

사업비가 5억원을 넘어감에 따라 지난 14일 사업 위탁 감리 공고도 냈다. 앞서 지난달 모바일 브랜치 사업에 필요한 웹 개발 전문 인력도 채용했다. 

기업은행은 '묶음 상품 개설' 등 차별화된 기능을 검토하고 있다. 전국 모든 영업점마다 온라인 페이지를 개설, 자체 소통 창구도 마련하게 한다. 고객은 별도 영업점 홈페이지에서 바로 상품 가입이 가능해진다. 

모바일 브랜치가 구축되면 소비자는 애플리케이션(앱) 없이 바로 통장 개설이나 상품 가입 등이 가능하다. 신원 확인이 되는 스마트폰 사용 시 공인인증서도 필요 없다. 마치 기존 영업점에서 신분증 확인 후 계좌를 만들 수 있던 것과 유사하다. 외부 제휴 플랫폼에서도 'IBK 모바일 브랜치'로 연결된다. 

기업은행 관계자는 “이르면 11월 말까지 개발을 완료하는 것을 목표로 한다”며 “향후 통합 뱅킹 앱인 '아이원 뱅크'도 업데이트해 연동시킬 예정”이라고 밝혔다.

김도진 행장은 올 초부터 '무인점포 실험'에 나섰다. 김 행장은 비대면 거래 추세 확산에 대응하고자 직원을 보내 일본 무인점포 현황을 파악했다. 이어 지난 3월 제1호 온라인 지점 'IBK 티몬지점'을 오픈했다. 

인터넷뱅킹으로 연간 43조원이 움직이는 상황에서 '비대면채널 활성화'는 기업은행을 포함한 모든 은행권의 숙제다. 

한국은행에 따르면 지난해 전체 인터넷뱅킹 이용금액은 43조4646억원(9491만건)에 달했다. 케이뱅크와 카카오뱅크 등 인터넷전문은행이 본격 출범한 이후 흐름이 크게 바뀌었다.

이에 시중은행은 통합 뱅킹 앱에서 더 나아가 모바일 브랜치로 대응하고 있다. 이미 KEB하나은행에서는 지난해 3월 모바일 브랜치를 선보인 데 이어 주택담보대출, 간편대출까지 지원 범위를 확대했다. 하나은행 모바일 브랜치를 통한 대출액은 출시 한 달 만에 2500억원을 기록했다. 

하나금융그룹 관계사 하나저축은행에서도 모바일 브랜치를 준비하고 있다. 하나은행 사례를 벤치마킹해 올 하반기 내 선보인다. 

금융권 관계자는 “비대면 채널 활성화는 모든 시중은행이 생존하기 위한 필수조건이 됐다”며 “소비자 편의를 높이기 위한 차원에서 웬만한 여·수신 업무는 비대면 채널을 활용하고 있다”고 말했다. "
은행권 동향,"ATM, 은행영업의 전초기지 변신
","저축은행중앙회는 지난달 말부터 GS25와 손잡고 ATM 출금 수수료를 면제해주는 서비스를 시작했다. 79개 저축은행의 체크카드나 현금카드를 보유한 고객은 전국 GS25 편의점에 설치된 ATM에서 24시간 365일 무료로 돈을 찾을 수 있다. 시중은행도 지난해 말부터 편의점과 제휴를 맺고 ATM 입출금 수수료를 면제해주고 있다. KB국민은행은 GS25·세븐일레븐과, 신한·우리은행은 GS25와 업무 협약을 맺었다. ","시중은행과 저축은행들이 잇달아 최대 1500원에 이르는 편의점 현금자동입출금기(ATM)의 이용 수수료를 면제해주고 있다. 은행권이 높은 유지 관리비 때문에 ATM 설치를 줄여오다 촘촘한 전국 지점망을 갖춘 편의점과 손잡고 있는 것이다. 

일부 은행은 체크카드 신청이나 비밀번호 변경까지 할 수 있는 ‘스마트 ATM’도 내놓고 있다. 비대면 거래가 급증하면서 은행 밖의 ATM이 영업점 역할을 대신하는 ‘오프라인 전초기지’가 될 것이란 평가가 나온다.  

○ 편의점 ATM에서 무료로 출금  

15일 은행권에 따르면 저축은행중앙회는 지난달 말부터 GS25와 손잡고 ATM 출금 수수료를 면제해주는 서비스를 시작했다. 79개 저축은행의 체크카드나 현금카드를 보유한 고객은 전국 GS25 편의점에 설치된 ATM에서 24시간 365일 무료로 돈을 찾을 수 있다. 

시중은행도 지난해 말부터 편의점과 제휴를 맺고 ATM 입출금 수수료를 면제해주고 있다. KB국민은행은 GS25·세븐일레븐과, 신한·우리은행은 GS25와 업무 협약을 맺었다.  
 
해당 은행 고객들은 제휴를 맺은 편의점 ATM에서 은행 영업시간 내에 출금하면 수수료를 내지 않아도 된다. 은행 업무시간 외에 돈을 찾을 때도 500원 이하의 수수료만 물면 된다. 기존에는 시간에 상관없이 최대 1500원의 수수료를 내야 했다. 

그동안 ATM은 은행들의 골칫거리였다. 유지비용은 높은데 소비자들의 현금 사용이 급감하면서 ATM 이용률이 갈수록 떨어졌기 때문이다. 금융연구원에 따르면 2013년 ATM 한 대당 연간 166만 원의 적자가 발생했다. 모바일뱅킹 등 비대면 거래가 늘면서 적자 폭은 더 커졌을 것으로 추정된다. 이런 탓에 은행들은 ATM을 줄여왔다. KB국민·신한·우리·KEB하나·NH농협·IBK기업 등 주요 은행 6곳이 지난달 말 현재 운영 중인 ATM은 3만3450대. 2014년 말(4만4대)에 비해 20% 가까이 줄어든 것이다."
은행권 동향,"세븐일레븐 ""편의점 ATM에서 카드 없이 무료로 출금하세요""
","'KB국민은행 리브'는 KB국민은행의 비대면 플랫폼으로 공인인증서 등 보안 매체 없이 송금 및 대출, 온·오프라인 결제 등이 가능한 모바일 앱이다. KB국민은행 리브 앱 사용자는 별도 카드나 통장 없이 계좌번호와 간편 번호만 있으면 전국 세븐일레븐 ATM기에서 현금을 인출할 수 있다. KB국민은행 리브 앱에서 '리브ATM출금' 메뉴를 선택하면 자동으로 6자리의 간편 번호가 생성된다. 이후 세븐일레븐 ATM기에서 별도로 계좌번호 등을 입력할 필요 없이 간편 번호만 입력하면 금액과 계좌비밀번호를 입력하고 출금할 수 있다. ATM 출금 수수료는 전액 면제된다.","편의점 세븐일레븐은 오는 16일부터 'KB국민은행 리브(Liiv)' 이용 고객을 대상으로 카드 없이 무료로 자사 편의점 ATM에서 출금할 수 있는 서비스를 시행한다고 13일 밝혔다.

'KB국민은행 리브'는 KB국민은행의 비대면 플랫폼으로 공인인증서 등 보안 매체 없이 송금 및 대출, 온·오프라인 결제 등이 가능한 모바일 앱이다.

 
KB국민은행 리브 앱 사용자는 별도 카드나 통장 없이 계좌번호와 간편 번호만 있으면 전국 세븐일레븐 ATM기에서 현금을 인출할 수 있다.

KB국민은행 리브 앱에서 '리브ATM출금' 메뉴를 선택하면 자동으로 6자리의 간편 번호가 생성된다. 이후 세븐일레븐 ATM기에서 별도로 계좌번호 등을 입력할 필요 없이 간편 번호만 입력하면 금액과 계좌비밀번호를 입력하고 출금할 수 있다. ATM 출금 수수료는 전액 면제된다.

세븐일레븐은 지난해 12월 KB국민은행과 '편의점 속 생활금융' 업무협약(MOU)을 체결하고, 지난 4월부터 전국 6천여 대의 금융자동화기기를 활용한 입·출금 및 이체 서비스를 제공하는 데 이어 이번 리브 출금서비스까지 업무 범위를 확대했다."
은행권 동향,"日 ATM시장 경쟁서 편의점이 은행 눌러
",일본 최대 은행인 미쓰비시UFJ은행이 2023년까지 전체 ATM 중 20%가량을 줄일 계획이라고 니혼게이자이신문이 14일 보도했다. 미쓰비시UFJ은행은 현재 ATM 8141대를 운영하고 있다. 올해부터 줄여나가 2023년에는 6700대 수준으로 낮춘다는 계획이다. 은행에서는 경영 효율화 등을 이유로 내걸고 있지만 일본 언론은 ATM 전쟁에서 편의점에 패한 것이란 평가를 내놨다. 일례로 은행업 시작 17년째인 세븐일레븐이 보유한 ATM만 2만4000여 대다.  작년 말 기준으로 4대 은행이 보유한 전체 ATM은 2만6000대다. 편의점이 사업 다각화 일환으로 매장 내 ATM 설치를 추진하면서 작년 말 기준으로 5만6000대를 넘어섰다. 10년 새 배 이상 늘어난 수치다. ,"일본 현금자동입출금기(ATM) 시장을 놓고 벌어진 은행과 편의점 간 경쟁에서 편의점이 승리를 굳혀가고 있다. 

일본 최대 은행인 미쓰비시UFJ은행이 2023년까지 전체 ATM 중 20%가량을 줄일 계획이라고 니혼게이자이신문이 14일 보도했다. 미쓰비시UFJ은행은 현재 ATM 8141대를 운영하고 있다. 올해부터 줄여나가 2023년에는 6700대 수준으로 낮춘다는 계획이다.
은행에서는 경영 효율화 등을 이유로 내걸고 있지만 일본 언론은 ATM 전쟁에서 편의점에 패한 것이란 평가를 내놨다. 일례로 은행업 시작 17년째인 세븐일레븐이 보유한 ATM만 2만4000여 대다.
 작년 말 기준으로 4대 은행이 보유한 전체 ATM은 2만6000대다. 편의점이 사업 다각화 일환으로 매장 내 ATM 설치를 추진하면서 작년 말 기준으로 5만6000대를 넘어섰다. 10년 새 배 이상 늘어난 수치다. 

편의점 업계의 ATM 확대에 위기감을 느낀 은행들이 쇼핑몰이나 지하철역 등으로 확장에 나섰지만 역부족이었다. "
은행권 동향,"신한은행, `ATM 간편 카드신청 서비스` 출시
","ATM 간편 카드 신청 서비스는 은행 영업시간과 관계없이 365일 운영하는 ATM을 통해 고객이 편리하게 신용카드를 신청할 수 있는 서비스로, 영업점 방문 없이도 신청 가능하다. 신한은행을 거래하는 고객은 ATM 화면상 휴대폰 번호만 입력하면 신청할 수 있으며 은행 거래가 없는 고객은 휴대폰 번호 입력 후 모바일 웹에서 본인인증 절차를 거쳐 신청이 완료된다. ","신한은행은 영업점 방문 없이도 ATM을 통해 신용카드를 신청할 수 있는 `ATM 간편 카드 신청 서비스`를 시행한다고 9일 밝혔다. 

ATM 간편 카드 신청 서비스는 은행 영업시간과 관계없이 365일 운영하는 ATM을 통해 고객이 편리하게 신용카드를 신청할 수 있는 서비스로, 영업점 방문 없이도 신청 가능하다. 

신한은행을 거래하는 고객은 ATM 화면상 휴대폰 번호만 입력하면 신청할 수 있으며 은행 거래가 없는 고객은 휴대폰 번호 입력 후 모바일 웹에서 본인인증 절차를 거쳐 신청이 완료된다. 

서비스 출시를 기념해 ATM을 통해 신용카드를 발급한 고객을 대상으로 연회비 전액(최대 3만원)을 마이 신한 포인트로 적립하는 이벤트도 진행한다. 오는 10월 말까지 신한카드 최초 신규, 유효기간 만료 후 신규, 탈회 후 3개월 경과 고객이 대상이다. "
