category,title,body,origin
"한화생명, 한화손보, 한화증권","한화손보, 미국 A.M.Best 신용등급 `A` 획득
",한화손해보험은 24일 세계 최대 보험전문 신용평가 기관 미국 A.M.Best로부터 `A` 신용 등급을 획득했다고 밝혔다. 이는 2016년에 받은 `A-`보다 한 단계 높아진 등급이다. A.M.Best는 한화손보가 ▲견실한 손익구조를 유지하면서 손해보험 업계에서 시장지위를 지속적으로 확대하고 있으며 ▲재무건전성을 강화하기 위해 노력하는 한편 ▲모회사인 한화생명의 안정적인 지원 가능성 등의 배경이 등급 상향의 주요 요인이라고 설명했다. ,"한화손해보험은 24일 세계 최대 보험전문 신용평가 기관 미국 A.M.Best로부터 `A` 신용 등급을 획득했다고 밝혔다. 이는 2016년에 받은 `A-`보다 한 단계 높아진 등급이다. 

A.M.Best는 한화손보가 ▲견실한 손익구조를 유지하면서 손해보험 업계에서 시장지위를 지속적으로 확대하고 있으며 ▲재무건전성을 강화하기 위해 노력하는 한편 ▲모회사인 한화생명의 안정적인 지원 가능성 등의 배경이 등급 상향의 주요 요인이라고 설명했다. 

한화손보 관계자는 ""A등급을 획득함으로써 대외 신뢰도는 물론 고객과 주주가치를 향상할 수 있는 우량보험사로 자리매김할 것""이라고 말했다. "
"한화생명, 한화손보, 한화증권","한화투자증권, 빅데이터 자회사 세워 디지털 체질전환 재촉
",한화투자증권은 빅데이터 투자분석회사 ‘데이터애널리스틱스랩’을 자회사로 세우고 전문적으로 빅데이터를 활용한 투자 분석 기법을 연구하고 있다. 증권회사들이 이미 빅데이터로 주목할 만한 종목을 뽑고 고객에게 맞춤형으로 상품을 추천하는 등 빅데이터를 일부에서 활용하고 있지만 빅데이터 전문 자회사를 세운 곳은 한화투자증권이 처음이다.,"한화투자증권이 빅데이터 전문 자회사를 증권사 최초로 설립해 디지털 역량 확보에 발걸음을 재촉하고 있다.

한화그룹 차원에서 금융 계열사들이 디지털체제을 강화할 수 있도록 전폭적으로 지원하는 데 힘입은 것으로 보인다.

19일 금융권에 따르면 한화투자증권은 빅데이터 투자분석회사 ‘데이터애널리스틱스랩’을 자회사로 세우고 전문적으로 빅데이터를 활용한 투자 분석 기법을 연구하고 있다.

증권회사들이 이미 빅데이터로 주목할 만한 종목을 뽑고 고객에게 맞춤형으로 상품을 추천하는 등 빅데이터를 일부에서 활용하고 있지만 빅데이터 전문 자회사를 세운 곳은 한화투자증권이 처음이다.

데이터애널리스틱스랩은 빅데이터 분석 컨설팅, 빅데이터 분석 및 활용을 통한 비대면 채널 성능 향상, 개인별 맞춤 콘텐츠와 투자정보 제공 등에 특화하기로 했다. 한화투자증권이 100억 원을 투자했다.

한화투자증권이 빅데이터를 하나의 부서가 아닌 자회사로 운영하는 데는 독립적 운영을 통해 규모를 키우고 한화투자증권 안에서 빅데이터를 활용하는 것을 넘어서 다른 금융회사 등에도 공급하기 위한 목적이 크다.

한화투자증권 관계자는 “데이터애널리스틱스랩은 별개의 독립체로서 의사결정을 내리고 많은 스타트업과 협력해 성장해 나갈 것”이라며 “연구 결과물을 한화투자증권뿐만 아니라 한화그룹 금융 계열사나 다른 금융회사 등에 제공하며 빅데이터를 기반으로 연구 결과 지원과 투자 최적화 협력 등을 할 것”이라고 말했다.

한화투자증권은 데이터애널리스틱스랩에서 기존 투자 분석 연구원들이 하던 전문적 업무에 빅데이터와 인공지능의 정교함까지 더해 증시 전망의 정확도를 높이는 데 주력할 것으로 보인다.

한화투자증권이 빅데이터기술에 전문성을 높이기 위해 노력하는 것은 한화그룹이 금융에서 디지털 역량을 강화하는 그룹 차원의 경영전략을 세운 것과 맥을 같이 한다.

한화그룹의 금융 계열사 대표 역할을 맡고 있는 한화생명은 드림플러스63을 운영하며 스타트업을 통해 4차산업혁명에 발맞춘 핀테크 기술들을 금융 계열사들에 연계하고 있다.

드림플러스63에서 연구개발을 하고 있는 스타트업 가운데 인텔리퀸트는 한화투자증권에 로보어드바이저 서비스를 제공하고 있다.

센스톤도 드림플러스63의 지원을 받아 사업을 키우고 있는 스타트업으로 한화손해보험에 보안인증 시스템 스톤패스를 공급하고 콰라는 한화자산운용에 기계학습 시스템을 개발해주고 있다.

한화손해보험은 한국블록체인협회에 적극적으로 가상화폐 보험상품 출시 의지를 나타내 우선협상대상자로 뽑혔다.

가상화폐시장이 안정화하지 못한 데다 관련 규제도 정비되지 않은 상황이지만 한화손해보험은 공격적으로 국내 보험사 가운데 처음이자 유일하게 가상화폐 보험시장에 뛰어들었다.

금융권 관계자는 ""한화그룹은 금융 계열사들의 디지털 역량 강화에 집중하면서 다른 금융지주나 대기업 금융그룹보다 앞서나가고 있다""며 ""핀테크 스타트업을 위한 드림플러스, e스포츠 게임단, 가상화폐 보험 등 기존의 업계 범주 넘어서는 모험적 실험도 적극 펼쳐나가고 있다""고 말했다."
"한화생명, 한화손보, 한화증권","한화, 한화생명 부진 탓에 2분기 영업이익 줄어
","한화는 2분기에 연결기준으로 매출 12조6222억 원, 영업이익 7061억 원을 냈다고 14일 밝혔다. 2017년 2분기보다 매출은 10.9% 늘었지만 영업이익은 9% 줄었다. 한화는 “한화건설과 한화케미칼 등 주요 계열사의 매출 증가로 연결 매출액이 늘었다”며 “영업이익은 비금융부문의 수익성 개선에도 불구하고 한화생명 등 금융부문의 실적 부진에 따라 감소했다”고 말했다.","한화그룹의 지주사 격인 한화가 금융부문 계열사의 부진 탓에 2분기 영업이익이 뒷걸음질했다.

한화는 2분기에 연결기준으로 매출 12조6222억 원, 영업이익 7061억 원을 냈다고 14일 밝혔다. 2017년 2분기보다 매출은 10.9% 늘었지만 영업이익은 9% 줄었다.

한화는 “한화건설과 한화케미칼 등 주요 계열사의 매출 증가로 연결 매출액이 늘었다”며 “영업이익은 비금융부문의 수익성 개선에도 불구하고 한화생명 등 금융부문의 실적 부진에 따라 감소했다”고 말했다.

한화건설 실적은 크게 늘었다.

한화건설은 2분기에 별도기준으로 매출 9082억 원, 영업이익 1114억 원을 냈다. 2017년 2분기보다 매출은 15.9%, 영업이익은 559.2% 급증했다.

국내사업이 호조를 보이는 가운데 이라크 비스마야 신도시 프로젝트에서 발생하는 매출이 늘어나 실적이 증가했다.

한화에어로스페이스는 2분기에 연결기준으로 매출 1조113억 원, 영업이익 138억 원을 냈다. 2017년 2분기보다 매출은 2.4%, 영업이익은 40.5% 감소했다.

한화에어로스페이스의 자회사인 한화지상방산과 한화테크윈, 한화파워시스템 등의 매출이 모두 줄었다. 한화에어로스페이스가 항공기 엔진사업과 관련한 투자비 지출을 늘리면서 수익성도 후퇴했다.

한화생명은 2분기에 별도기준으로 매출 4조5167억 원, 영업이익 1486억 원을 냈다. 2017년 2분기보다 매출은 9.9% 늘었지만 영업이익은 44.2% 줄었다.

한화는 “한화생명은 수익성 높은 보장성 보험 중심의 상품 판매 전략을 지속하면서 수입보험료가 견조한 수준을 유지했다”며 “하지만 순이익은 증시환경 변동성 확대 등에 따라 2017년 2분기보다 줄었다”고 설명했다.

한화는 자체사업에서 2분기에 매출 1조1390억 원, 영업이익 933억 원을 냈다. 2017년 2분기보다 매출은 1.3%, 영업이익은 20.2% 증가했다."
은행권 동향,"아이돌★없는 은행… '그래도 20대 잡아라'
","은행권에 따르면 젊은 세대의 맘을 잡기 위해 맞춤 상품을 내놓거나, 콘서트를 기획하고 있다. 아이돌 스타를 모델로 쓰면 브랜드 인지도가 높아지긴 하지만, 비용이 만만치 않다는 점에서 다른 대안을 찾고 있는 셈이다. 우리은행은 20대를 겨냥한 '스무살 우리 적금' 상품을 지난 14일 출시, 판매 중이다. 이 상품은 대학생과 사회초년생 등 20대의 자산 형성을 돕겠다는 취지로 개발됐다. 가입 대상도 만 18세부터 만 30세까지로 한정돼 있다.","아이돌 스타를 광고모델로 기용하지 않은 은행들도 2030 젊은 세대를 잡기 위한 다양한 마케팅 활동에 돌입했다. 20대 고객을 많이 확보할 수록, 추후 대출이나 주거래 고객으로 성장할 가능성이 높기 때문이다.

20일 은행권에 따르면 젊은 세대의 맘을 잡기 위해 맞춤 상품을 내놓거나, 콘서트를 기획하고 있다. 아이돌 스타를 모델로 쓰면 브랜드 인지도가 높아지긴 하지만, 비용이 만만치 않다는 점에서 다른 대안을 찾고 있는 셈이다.?

우리은행은 20대를 겨냥한 '스무살 우리 적금' 상품을 지난 14일 출시, 판매 중이다. 이 상품은 대학생과 사회초년생 등 20대의 자산 형성을 돕겠다는 취지로 개발됐다. 가입 대상도 만 18세부터 만 30세까지로 한정돼 있다.?

금리는 최고 연 3.7%다. 적금 가입 기간이 3년인 정기적금의 기본금리는 연 2.6%며 우리카드 월 10만원 이용, 스마트뱅킹을 통한 가입을 통해 연 0.5%p의 금리 혜택을 제공한다. 또 자동이체 사용 시 연 0.6%p 추가 우대금리를 받을 수 있다. 2년제 적금의 금리는 연 3.0%, 1년제는 연 2.9%로 기존 적금 상품에 비해 금리 수준이 높다.?

IBK기업은행은 올해 처음으로 2030을 대상으로 한 '참 좋은 콘서트 with 2030'을 연다. 배우 이정재를 모델로 쓰고 있지만 젊은 고객을 더욱 많이 흡수하겠다는 포석이다.?

콘서트는 오는 10월 12일 서울 잠실 실내체육관에서 열린다. EXO, 레드벨벳, 자이언티, 제시, 비와이, 데이브레이크 등이 출연할 예정이다. 콘서트 참가 응모와 관람은 만14세 이상만 가능하며, 응모기간은 오는 31일까지다. 기업은행은 관계자는 ""이번 공연은 진로, 취업, 결혼 등 다양한 고민을 갖고 있는 2030세대들을 위해 준비했다""고 말했다.?

이밖에 카카오뱅크는 적금의 재미를 불어넣기 위한 '26주차 적금' 등으로 젊은 세대를 끌어모으고 있다. 이 상품은 30여만 구좌가 신규 개설되는 등 인기를 끌었다."
은행권 동향,"줄이고 또 줄이고...은행, 앱 실용성 높이기 착수
","은행들은 앱 개발이 딜레마라고 입을 모은다. 앱 개발 초반에만 해도 필요한 기능을 쪼개서 앱 구동 속도를 높이는 게 대세였다. 점점 앱 출시가 늘어나면서 고객들은 '대체 뭘 사용해야 할지 모르겠다' 또는 '이미 많이 다운 받았는데 왜 또 받아야 하냐' 등의 불만이 터져나오고 있다. 직원들도 곤혹스럽기는 마찬가지다. 지점 직원들은 고객들에게 앱 설치를 권하라는 지침이 떨어지면 의무적으로 해야 한다. 업권 관계자는 ""자주는 아니지만 가끔 가다가 고객 스마트폰에 앱을 깔아줘야하는 캠페인 기간이 온다""며 ""어르신들의 경우 직원들이 직접 설치해주는데 이후 한번도 사용하지 않은 경우도 많다""고 전했다.","""지금 이용하고 있는 주거래은행에서 필요한 애플리케이션(앱)을 다운받다보니 어느새 스마트폰에 앱이 7개나 설치돼 있어요. 안 그래도 폰 용량이 작은데, 앱 하나면 해결되는 인터넷은행으로 갈아타려고 합니다.""

시중은행에서 거래해 온 금융소비자들은 한 번쯤 이런 생각을 해봤을 것이다. 은행들도 문제를 인지하고 앱 줄이기에 착수했다. 

21일 금융권에 따르면 KB국민·신한·KEB하나·우리은행·NH농협은행 등 5대 은행이 보유한 전체 앱수는 50개다. 1개 은행당 관련 서비스를 제대로 이용하려면 10개를 다운로드 받아야 하는 셈이다. 

은행들은 앱 개발이 딜레마라고 입을 모은다. 앱 개발 초반에만 해도 필요한 기능을 쪼개서 앱 구동 속도를 높이는 게 대세였다. 점점 앱 출시가 늘어나면서 고객들은 '대체 뭘 사용해야 할지 모르겠다' 또는 '이미 많이 다운 받았는데 왜 또 받아야 하냐' 등의 불만이 터져나오고 있다. 

직원들도 곤혹스럽기는 마찬가지다. 지점 직원들은 고객들에게 앱 설치를 권하라는 지침이 떨어지면 의무적으로 해야 한다. 업권 관계자는 ""자주는 아니지만 가끔 가다가 고객 스마트폰에 앱을 깔아줘야하는 캠페인 기간이 온다""며 ""어르신들의 경우 직원들이 직접 설치해주는데 이후 한번도 사용하지 않은 경우도 많다""고 전했다. 

실제 이 같은 불편함 때문에 급여통장은 시중은행으로 하더라도 수시입출금통장과 예·적금 거래는 케이뱅크나 카카오뱅크에서 하는 사람들이 증가하고 있다. 

은행권 관계자는 ""인터넷은행의 경우 출범 전부터 대면 없이 100% 온라인 거래가 가능하도록 최적화되게 개발을 했지만 은행들은 기존에 오프라인에서 진행되던 서비스를 앱에 올려야하는 한계가 있었다""며 ""또 현재 인터넷은행은 예·적금, 신용대출 등 일부 서비스만 제공하고 있기 때문에 기존 은행보다 앱이 가볍다""고 설명했다. 

상황이 이렇자 시중은행들도 앱 통합으로 방향을 선회하는 분위기다. 신한은행은 올해 신한S뱅크, S통장지갑, 써니, 스마트실명확인, 스마트OTP, 온라인S등기, 스마트실명확인, 스마트OTP를 통합한 '쏠'을 출시했다. 또 신한금융그룹 차원에서 은행과 카드·증권·생명 등 금융계열사의 87개 서비스를 한 개 애플리케이션에서 모두 사용할 수 있는 비대면 원스톱 금융플랫폼 '신한플러스'를 내놨다. 

우리은행도 올 연말까지 필요한 앱과 기능 중심으로 정리할 계획이다. 사용 빈도가 낮은 앱을 대상으로 이미 작업을 진행하고 있다. 농협은행도 NH스마트뱅킹 앱에 스마트인증, 스마트알림, 금융상품마켓, 퇴직연금 총 5개 앱을 통합할 예정이다."
은행권 동향,"손태승 행장, 차세대 ‘위니’ 장착 디지털 영업 속도
",우리은행의 차세대 전산시스템 ‘위니’는 오프라인과 온라인 등 다양한 채널을 이용해 접촉하더라도 동일한 환경을 구현하는 옴니채널로 구축됐다. 인공지능(AI)을 기반으로 고객별 맞춤형 금융상품을 추천할 수 있다.  핵심 기능들을 최대한 모듈화해서 API(응용프로그램 인터페이스) 방식으로 연계했다. 모든 코어뱅킹 기능과 서비스를 오픈 API화해서 외부에 제공할 수 있도록 구조를 갖췄다. ,"[편집자주 : 은행권이 일제히 디지털을 외치고 있다. 은행마다 신(新)기술을 이용한 플랫폼과 상품·서비스를 잇따라 내놓고 있다. 하반기를 즈음해 6대 은행(신한·KEB하나·NH농협·KB국민·IBK기업·우리) 별로 디지털 프로젝트 현황과 향후 계획을 살펴본다.]
이미지 확대보기

“차세대 전산시스템 완성으로 디지털 금융 혁신 기반을 구축했다.”

손태승 우리은행장은 14년만에 새로 도입한 차세대 전산시스템 ‘위니(WINI)’를 기반으로 하반기 디지털 금융을 선도해 나가겠다고 선언했다. 

우리은행은 새로운 인프라를 토대로 디지털 조직을 확대 개편하고, 디지털화폐 개발 등 4차산업 기술 상용화 서비스를 선도적으로 공략하고 있다. 

◇ 빅데이터센터 신설…기업부실 탐지

우리은행의 차세대 전산시스템 ‘위니’는 오프라인과 온라인 등 다양한 채널을 이용해 접촉하더라도 동일한 환경을 구현하는 옴니채널로 구축됐다. 인공지능(AI)을 기반으로 고객별 맞춤형 금융상품을 추천할 수 있다. 

핵심 기능들을 최대한 모듈화해서 API(응용프로그램 인터페이스) 방식으로 연계했다. 모든 코어뱅킹 기능과 서비스를 오픈 API화해서 외부에 제공할 수 있도록 구조를 갖췄다. 

다만 핀테크 업체나 스타트업을 포함한 외부 개발자 그룹들이 API와 개발환경을 더욱 쉽고 빠르게 접근할 수 있는 플랫폼이 되도록 구조를 설계하고 있다. 활용성 높은 차별화된 융합 API와 서비스를 발굴해서 올 하반기에 시범 서비스를 출시할 계획이다.

손태승 행장은 하반기에 맞춰 고객 중심의 디지털 혁신과 마케팅 역량을 강화하기 위한 조직개편도 단행했다. 기존 영업지원부문 소속의 ‘디지털금융그룹’을 국내 마케팅을 총괄하는 국내부문에 전진 배치했다. 

이를 위해 디지털 전략을 총괄하는 최고디지털책임자(CDO)로 외부 전문가를 영입하기도 했다. 

‘빅데이터센터’도 신설했다. 은행 내·외부 데이터를 통합 관리하고 데이터를 활용한 마케팅을 지원하도록 했다. 고객자금경로(Customer Finance Journey)를 설계하고 각각의 고객접점(MoT)에서 고객에 새로운 경험과 서비스를 제공할 수 있도록 준비 중이다. 

국내 최초로 빅데이터를 활용한 기업진단시스템 ‘빅아이(Big Eye)’도 올 3월부터 기업여신 리스크관리에 도입했다. 기업 관련 빅데이터를 데이터베이스(DB)화하고 200여개 리스크 분석지표를 머신러닝으로 분석해 기업 부실가능성을 4단계 등급으로 안내한다. 

로보어드바이저 ‘우리 로보-알파’도 서비스하고 있다. 영업점·인터넷뱅킹·스마트뱅킹 등 전 채널을 통해 이용할 수 있다. 특히 국내 최초로 영업점에서 실물로봇을 통해 로보어드바이저 서비스가 제공된다.

◇ AI 활용 이상거래 탐지 조준

핀테크 사업의 일환으로 선제적인 블록체인 기술 구현에도 나서고 있다. 우리은행은 현재 블록체인을 이용한 지급결제, 전자화폐, 해외송금, 인증 사업을 추진 중이다. 

블록체인 기반 디지털화폐인 ‘위비코인’ 상용화를 위해 기술검증을 진행했고, 리플(ripple) 블록체인 기술을 이용한 해외송금 서비스 역시 테스트를 완료했다.

우리은행은 올초 LG CNS와 업무협약을 맺고 블록체인과 AI 기술을 활용하기 위한 공동 플랫폼도 구축하고 있다. 음성인식 AI뱅킹, AI형 챗봇 등 우리은행의 AI금융 노하우를 LG CNS의 AI플랫폼(DAP)을 접목할 방침이다.

최근에는 AI 기반 이상거래탐지시스템(FDS) 구축도 나섰다. AI기술 기반으로 금융거래의 정상/비정상 여부를 확인하고, 초당 1200건을 분석하고 대응할 수 있는 솔루션을 도입하는 게 주요 내용이다. 

과거거래에 대한 패턴 분석 뒤 이상거래 여부를 판단하는 딥러닝 시스템을 구현할 계획이다. 인터넷뱅킹·스마트뱅킹·텔레뱅킹 등 금융거래 시스템과 연동하고, 이상거래 탐지를 자동화기기(CD/ATM)에 확대 적용할 예정이다. 

또 고객정보 등 업무시스템, 기타 부정행위 분석을 위한 업무 시스템도 연동할 계획이다. 기존 규칙(rule) 기반 FDS와 AI 탐지모델을 상호보완적으로 병행 운영할 예정이다.

스타트업 협업을 위해 ‘위비 핀테크랩’을 확대 개편한 ‘디노랩(D.Inno Lab)’도 운영중이다. 신기술 기반 사업을 발굴하고 기존 은행 업무 효율화, 기술기업 제휴 등 다각적인 방향으로 신사업을 실행하고 있다. 

앞서 ‘위비 핀테크랩’ 1~2기 스타트업들은 올 3월 기준 우리은행과 계약 6건, 외부투자 유치 82억원, 신규 고용 52명, 업무협약 등 외부계약 42건, 정부지원 사업 선정 25건의 실적을 기록했다. 3기로 스타트업 개인·기업 5곳을 추가 선발키도 했다. 

AI, 사물인터넷(IoT) 등 4차 산업을 추진중인 가능성 높은 중소기업에 은행이 직접 투자하는 제도도 올 6월 신설했다. 기술성, 사업성 평가 등 내부 심사 단계를 거쳐 투자 대상 기업을 선정하고, 연말까지 주식, 전환사채(CB), 신주인수권부사채(BW) 방식으로 각 기업에 10억원 이내 자금을 투자할 계획이다.

하반기에 인터넷/스마트뱅킹 재구축도 진행한다. 최근 우리은행은 스마트뱅킹 사용자경험·환경(UX/UI) 개선을 위한 컨설팅 업체 선정에 나섰다. 디지털뱅킹을 새로운 수익창출 채널로 탈바꿈시키는 것을 목표로 비대면 상품을 주력 상품 위주로 정비하고 간결한 화면구성으로 직관성을 높일 계획이다."
은행권 동향,"'서울시 뺏긴' 우리은행, 중구 금고도 잡았다···설욕전 이어지나
","서울시 중구는 전날 우리은행을 금고지기로 최종 선정했다. 우리은행은 내년부터 오는 2022년까지 4년간 중구의 일반회계와 특별회계, 기금을 모두 관리하게 된다. 중구는 자치구 금고 경쟁에서 주목 받는 지역이기도 했다. 신한은행과 우리은행 본점이 중구에 있어 사실상 '자존심 대결'처럼 여겨졌기 때문이다.","우리은행과 신한은행의 서울 자치구 금고 쟁탈전이 치열하게 이어지고 있다. 경쟁 초반 우리은행이 4개 자치구에서 승기를 잡으며 서울시 금고를 빼앗긴 설욕전을 펼치고 있다.


22일 금융권에 따르면 서울시 중구는 전날 우리은행을 금고지기로 최종 선정했다. 우리은행은 내년부터 오는 2022년까지 4년간 중구의 일반회계와 특별회계, 기금을 모두 관리하게 된다.

중구는 자치구 금고 경쟁에서 주목 받는 지역이기도 했다. 신한은행과 우리은행 본점이 중구에 있어 사실상 '자존심 대결'처럼 여겨졌기 때문이다.

우리은행은 도봉구, 구로구, 영등포구에 이어 중구 금고까지 따내며 초반 선전하는 모습이다.

당초 시장에서는 신한은행이 다수의 구금고를 차지할 것이라는 관측이 지배적이었다. 신한은행이 서울시 1금고를 맡게 된 만큼 자치구 전산시스템을 연계하기 편리할 것이라는 판단에서다.
특히 신한은행이 서울시금고 입찰에서 3000억 원이 넘는 출연금을 낸 만큼 구금고에서도 출연금 경쟁이 상당할 것으로 업계는 예상했다. 하지만 은행들의 출연금 경쟁은 예상보다 치열하지 않다는 전언이다.

우리은행이 구금고를 잇따라 선점한 요인으로는 '안전성'과 '익숙함'이 꼽힌다. 우리은행이 서울 25개 자치구 중에 용산구를 제외한 24개 자치구 금고를 맡아왔다는 점이 큰 무기가 되고 있다. 구청 입장에서는 금고를 바꿀 경우 전산시스템을 교체해야 한다는 점이 부담감으로 작용한다.

시중은행의 한 관계자는 ""우리은행은 시금고와 구금고를 오랜 기간 운영하면서 전문성을 갖고 있다""며 ""구금고 선정에 편의성을 가장 중요하게 보는 것 같다""고 말했다.

일각에서는 신한은행이 인천시금고를 따내기 위해 전략적으로 나선 것 평가하고 있다. 신한은행이 이미 서울시금고를 담당하게 된 데다 인천시금고를 사수하겠다는 의지가 강해 구금고에 주력하지 않는다는 해석이다.

향후 서울시 구금고를 둘러싼 우리은행과 신한은행의 쟁탈전이 어떻게 흘러갈지에 귀추가 주목된다. 특히 연간 예산 규모가 큰 강남·서초·송파·강동구 등 강남4구가 격전지가 될 것으로 보인다.

한편 서울시 자치구 금고 계약은 올해 말 일제히 금고 만료된다. 이에 따라 입찰 경쟁은 연내 마무리된다."
은행권 동향,"신한은행 오토론 독주에…국민·하나은행 맹추격
",신한은행이 독주하는 은행권 자동차대출(오토론) 시장에 후발주자인 KB국민은행과 KEB하나은행이 마케팅을 강화하며 추격의 고삐를 당겼다. 은행들 간 경쟁이 치열해지면서 주요 시중은행의 오토론 규모가 4조원을 육박한 가운데 정부의 자동차 개별소비세 인하 방침이 호재로 작용하면서 연내 5조원 시장으로 커질 것으로 관측된다. ,"신한은행이 독주하는 은행권 자동차대출(오토론) 시장에 후발주자인 KB국민은행과 KEB하나은행이 마케팅을 강화하며 추격의 고삐를 당겼다. 은행들 간 경쟁이 치열해지면서 주요 시중은행의 오토론 규모가 4조원을 육박한 가운데 정부의 자동차 개별소비세 인하 방침이 호재로 작용하면서 연내 5조원 시장으로 커질 것으로 관측된다.

20일 금융권에 따르면 국민은행은 이달 초부터 오토론 상품인 ‘매직카대출’의 판매 채널을 KB손해보험과 KB생명으로 확장했다. 두 곳의 보험설계사가 오토론 구매 의향이 있는 고객을 국민은행에 연계하는 방식이다. 

하나은행은 다음달부터 오토론 상품인 ‘원큐(1Q)오토론’의 인지도를 높이기 위해 디지털 광고를 내보낼 예정이다. 하나은행 관계자는 “TV 광고는 하나금융그룹의 브랜드 이미지를 알리는 내용이지만 유튜브 등 온라인 광고는 개별 상품을 홍보하는 데 집중하고 있다”고 설명했다. 최근 하나은행은 소비 트렌드의 변화를 고려해 오토바이도 오토론을 통해 구입할 수 있도록 영역을 넓혔다.

오토론 시장은 캐피털사가 주로 취급했지만 지난해부터 시중은행이 본격적으로 가세했다. 신한은행은 프로야구 마케팅을 전면에 내걸며 시장을 선점한 결과 마이카대출의 잔액이 지난달 말 기준 2조6,000억여원을 기록하는 등 은행권 내 압도적인 비중을 차지하고 있다. 후발주자인 국민은행과 하나은행은 마케팅을 적극 강화해 오토론을 새로운 먹거리로 키우겠다는 구상이다. 시중은행의 한 관계자는 “올해 말까지 자동차 개별소비세가 한시적으로 인하되는 만큼 하반기에 오토론 마케팅이 치열할 것”이라고 내다봤다.

주요 시중은행에서 판매하는 주요 오토론은 최저금리가 연 3.4~3.8% 수준으로 4.0% 안팎인 캐피털사의 최저금리보다 낮은 편이다. 하루 이내 대출이 실행되는 간편함도 젊은 층을 중심으로 인기를 얻는 이유다. 특히 은행의 모바일 오토론은 국민건강보험공단에서 소득정보를 불러오는 ‘스크래핑’ 기술을 통해 소득증명서와 재직증명서를 제출해야 하는 번거로움을 없앴다. 모바일로 서비스를 신청한 뒤 운전면허증과 자동차매매계약서를 사진으로 찍어 애플리케이션 서비스에 등록하면 된다. 금융권 관계자는 “미국의 기준금리 인상 등으로 조달금리가 높아질 것으로 관측돼 수신기능이 없는 캐피털사는 은행에 비해 훨씬 불리해지고 있다”면서 “은행이 마케팅을 강화하면 소비자가 은행권으로 쏠릴 수밖에 없다”고 말했다.

이를 통해 지난달 말 국민·신한·하나·우리은행의 오토론 잔액은 4조원에 육박하며 연내 5조원을 돌파할 것으로 관측된다. 여신금융협회에 따르면 지난해 신규취급 기준 자동차금융 시장의 규모가 45조~50조원에 달하는데 은행권의 비중이 10%에 달하는 셈이다."
은행권 동향,"국민은행 印尼사업 확장…루피아 송금서비스 출시
",국민은행은 국내에서 인도네시아 화폐 루피아(IDR)로 직접 송금할 수 있는 `KB 인도네시아 루피아 바로송금 서비스`를 출시했다고 17일 밝혔다. 기존에 인도네시아로 보내는 해외 송금은 미국 달러화로만 가능해 현지 수취인이 이중 환율을 적용받아야 하는 불편함이 있었지만 이번 서비스 출시를 통해 인도네시아 송금 서비스를 보다 저렴하게 이용하게 될 것으로 보인다. 국민은행에 따르면 올해 6월 출입국·외국인정책본부 추산 인도네시아 국적 체류자는 약 4만1000명에 달한다. ,"KB국민은행이 `신남방정책`의 일환으로 인도네시아 사업을 본격 확장하면서 개인·기업 고객을 위한 현지 화폐 송금 서비스를 선보였다. 

국민은행은 국내에서 인도네시아 화폐 루피아(IDR)로 직접 송금할 수 있는 `KB 인도네시아 루피아 바로송금 서비스`를 출시했다고 17일 밝혔다. 기존에 인도네시아로 보내는 해외 송금은 미국 달러화로만 가능해 현지 수취인이 이중 환율을 적용받아야 하는 불편함이 있었지만 이번 서비스 출시를 통해 인도네시아 송금 서비스를 보다 저렴하게 이용하게 될 것으로 보인다. 국민은행에 따르면 올해 6월 출입국·외국인정책본부 추산 인도네시아 국적 체류자는 약 4만1000명에 달한다. 

앞서 국민은행은 지난달 말 인도네시아 소매금융 전문은행 `부코핀은행` 지분 22%를 취득해 2대 주주에 오르면서 현지 진출을 본격화했다."
은행권 동향,"신한은행, 자금수납관리 서비스 `DAMOA(다모아)` 모바일 오픈
","신한 다모아는 가상계좌를 이용해 회원 및 거래처의 자금수납을 편리하게 관리할 수 있는 서비스로 기업, 교육기관, 동호회, 소모임 등 다양한 단체들이 이용하고 있다.  모바일 서비스가 시작됨에 따라 `신한 DAMOA` 사용 고객은 스마트폰을 통해 언제 어디서나 실시간으로 입금 내역, 청구서 등을 확인할 수 있게 됐다. ","신한은행은 간편한 자금 수납·관리 서비스 `신한 DAMOA(다모아)`를 24일부터 모바일에서도 오픈한다고 밝혔다. 

신한 다모아는 가상계좌를 이용해 회원 및 거래처의 자금수납을 편리하게 관리할 수 있는 서비스로 기업, 교육기관, 동호회, 소모임 등 다양한 단체들이 이용하고 있다. 

모바일 서비스가 시작됨에 따라 `신한 DAMOA` 사용 고객은 스마트폰을 통해 언제 어디서나 실시간으로 입금 내역, 청구서 등을 확인할 수 있게 됐다. 

신한은행 관계자는 ""이 서비스는 다수의 이용자와 거래하는 수납기관이라면 누구나 영업점을 방문해 가입할 수 있으며 가입 시 부여 받은 ID와 패스워드를 통해 서비스를 이용할 수 있다""고 말했다. "
