category,title,body,origin
"한화생명, 한화손보, 한화증권","한화 경영쇄신안 발표…“시스템, S&C 흡수합병”
","한화그룹은 31일 이런 내용을 담은 그룹 경영쇄신 방안을 발표하고, 이날 한화에스앤씨와 한화시스템이 각각 이사회를 열고 양사간 합병을 의결했다고 밝혔다. 합병법인은 오는 8월 ‘한화시스템’으로 새 출범한다. 한화시스템이 에스앤씨(소멸법인)를 흡수합병하는 셈이다. 합병비율은 1주(한화시스템) 대 2.002주(한화에스앤씨)이며, 주식수를 고려한 주식가치 비율로는 1주(한화시스템) 대 0.8901주(한화에스앤씨)이다. 한화 쪽은 “그동안 비상장사인 두 회사가 외부 회계법인을 별도로 선정해 기업 가치평가를 수행했으며, 이를 통해 객관적인 합병 비율을 도출했다”고 밝혔다. 신설 합병법인의 주주별 예상 지분율은 한화에어로스페이스(옛 한화테크윈) 52.9%, 에이치(H)솔루션 26.1%, 재무적 투자자(FI)인 스틱컨소시엄(헬리오스에스앤씨) 21.0%다. 에이치솔루션은 김승연 한화 회장의 세 아들인 김동관 한화큐셀 전무(50%)와 김동원 한화생명 상무(25%), 김동선씨(25%)가 지분 100%를 보유하고 있다. 한화시스템의 지배기업은 지분 100%를 소유한 한화에어로스페이스다. 합병 안건을 처리하기 위한 주주총회는 이달 15일에 열린다.","한화그룹이 ‘일감몰아주기’ 논란을 해소하기 위해 한화에스앤씨(S&C)와 한화시스템을 합병하고, 그룹 경영기획실을 해체해 각 계열사의 독립·책임경영을 강화하기로 했다.
한화그룹은 31일 이런 내용을 담은 그룹 경영쇄신 방안을 발표하고, 이날 한화에스앤씨와 한화시스템이 각각 이사회를 열고 양사간 합병을 의결했다고 밝혔다. 합병법인은 오는 8월 ‘한화시스템’으로 새 출범한다. 한화시스템이 에스앤씨(소멸법인)를 흡수합병하는 셈이다. 합병비율은 1주(한화시스템) 대 2.002주(한화에스앤씨)이며, 주식수를 고려한 주식가치 비율로는 1주(한화시스템) 대 0.8901주(한화에스앤씨)이다. 한화 쪽은 “그동안 비상장사인 두 회사가 외부 회계법인을 별도로 선정해 기업 가치평가를 수행했으며, 이를 통해 객관적인 합병 비율을 도출했다”고 밝혔다. 신설 합병법인의 주주별 예상 지분율은 한화에어로스페이스(옛 한화테크윈) 52.9%, 에이치(H)솔루션 26.1%, 재무적 투자자(FI)인 스틱컨소시엄(헬리오스에스앤씨) 21.0%다. 에이치솔루션은 김승연 한화 회장의 세 아들인 김동관 한화큐셀 전무(50%)와 김동원 한화생명 상무(25%), 김동선씨(25%)가 지분 100%를 보유하고 있다. 한화시스템의 지배기업은 지분 100%를 소유한 한화에어로스페이스다. 합병 안건을 처리하기 위한 주주총회는 이달 15일에 열린다.
에이치솔루션은 합병법인 보유지분 중 11.6%를 스틱컨소시엄에 추가 매각할 계획이다. 그러면 에이치솔루션의 합병 한화시스템 지분이 14.5%로 낮아지게 돼 공정거래법상 총수 일가 일감몰아주기 규제 대상(비상장 기업의 경우 총수 일가 지분 20% 초과)에서 벗어날 수 있게 된다. 한화는 “정보서비스 사업을 하는 한화에스앤씨와 방위전자 사업을 하는 한화시스템의 합병으로 기존 사업의 경쟁력 강화뿐 아니라 신규사업 영역으로 진출이 용이해지는 등 여러 시너지 효과가 발생할 것”이라고 설명했다.
앞서 한화그룹은 지난해 10월 일감몰아주기 해소를 위해 한화에쓰앤씨를 물적분할해 에이치솔루션(존속법인)과 한화에쓰앤씨(사업부문)로 나눴다. 시스템통합(SI) 업체인 한화에스앤씨는 그룹 내부거래를 통해 매출의 절반 이상을 올리는 등 일감몰아주기의 중심축으로 여겨져왔다. 당시 ‘총수 일가→에이치솔루션→한화에스앤씨’로 지배구조를 변경했으나 총수 일가 회사인 에이치솔루션이 여전히 에스앤씨 지분을 50% 이상(55.36%) 보유해 당국과 시장으로부터 ‘미흡하다’는 비판을 받았다. 이번 쇄신안은 그룹 당면과제인 일감몰아주기 논란과 관련해 최근 공정거래위원회로부터 현장조사까지 받는 등 압박을 받아온 김승연 회장이 서둘러 계열사 지분 해소라는 자구책을 내놓은 것으로 해석된다. 한화 쪽은 “에이치솔루션이 향후 합병법인에 대한 보유지분을 전부 해소할 계획”이라고 덧붙였다.
 ※ 클릭하면 확대됩니다 
※ 클릭하면 확대됩니다
한화는 이사회 중심 경영과 계열사 책임경영체제 강화를 위한 다양한 제도적 방안도 발표했다. 사외이사의 독립성을 강화하기 위해 개방형 사외이사 추천제도를 도입하기로 했다. 계열사간 내부거래를 심의하는 내부거래위원회는 사외이사로만 구성하고, 상생경영위원회를 새로 구성해 하도급 등 공정거래 관련 사항을 독립적으로 심의할 예정이다. 그동안 사실상 총수 보좌역할을 해온 그룹 경영기획실은 해체한다. 최상위 지배회사인 ㈜한화가 그룹을 대표하는 기능을 맡고, 각 계열사를 지원하는 그룹차원 조직으로는 커뮤니케이션위원회와 준법경영 강화를 위한 컴플라이언스위원회가 신설된다."
"한화생명, 한화손보, 한화증권","저평가된 한화생명, 하반기 주가 반등 '기대'
","현재 한화생명 주가는 예금보험공사의 오버행 이슈와 제도변화 시 자본부담 등 우려로 하락세를 면치 못하고 있는 상황이다. 30일 2.39% 내린 5720원으로 장을 마감한 데 이어 10시 24분 현재 0.87% 감소한 5670원에 거래 중이다. 김태현 키움증권 연구원은 ""언론을 통해 예금보험공사가 사외이사 추천권과 함께 한화생명 보유 지분 10%를 통째로 매각할 수 있다는 가능성이 제기되고 있다""면서 ""2010년 상장 때부터 예보 지분 24.75%는 오버행 이슈로 주가 상승을 제한하는 요인으로 작용했다. 예보의 매입가(1주당 1만원 수준)과 현재 주가와의 차이, 전체 지분 매각 시 불확실성 소멸 등을 감안하면 관련 우려는 지나치다""고 판단했다.","31일 한화생명(088350)에 대해 오버행(대량 대기매물) 등 시장 우려를 감안해도 주가가 너무 저평가돼 있다는 의견이 제기됐다.

현재 한화생명 주가는 예금보험공사의 오버행 이슈와 제도변화 시 자본부담 등 우려로 하락세를 면치 못하고 있는 상황이다. 30일 2.39% 내린 5720원으로 장을 마감한 데 이어 10시 24분 현재 0.87% 감소한 5670원에 거래 중이다.

김태현 키움증권 연구원은 ""언론을 통해 예금보험공사가 사외이사 추천권과 함께 한화생명 보유 지분 10%를 통째로 매각할 수 있다는 가능성이 제기되고 있다""면서 ""2010년 상장 때부터 예보 지분 24.75%는 오버행 이슈로 주가 상승을 제한하는 요인으로 작용했다. 예보의 매입가(1주당 1만원 수준)과 현재 주가와의 차이, 전체 지분 매각 시 불확실성 소멸 등을 감안하면 관련 우려는 지나치다""고 판단했다.

이어 ""장기적으로 진행되는 회계 및 감독제도 변화도 동사 자본에 부담이지만 단기적으론 금융당국이 신종자본증권 및 후순위채 발행을 통해 대비할 수 있는 방안으로 마련해주고 있다""며 ""한환생명은 이미 지난 4월 신종자본증권 1조원 발행에 성공했다""고 말했다.

김 연구원은 올해 하반기 한화생명이 주가 반등의 계기를 마련할 수 있을 것으로 봤다. 그는 ""부채중금리확정형 비중이 43.5%이고, 조달 부담비율이 4.7%로 가장 높은 수준이기 때문에 상장사 중 금리 상승에 가장 민감한 보험주""라며 ""당사는 하반기 금리가 상승 기조를 이어갈 것으로 전망하고 있다. 금리 상승 구간에서 한화생명은 주가 반등의 계기를 마련할 수 있을 것""이라고 덧붙였다."
"한화생명, 한화손보, 한화증권","한화손보 4월 영업익 208억원…작년보다 24% 감소
",한화손해보험[000370]은 지난 4월 한 달간 영업이익이 작년 동월보다 24.0% 감소한 208억원으로 집계됐다고 31일 공시했다. 같은 기간 매출액은 4천600억원으로 6.2% 늘었으나 당기순이익은 149억원으로 26.8% 줄었다.,"한화손해보험[000370]은 지난 4월 한 달간 영업이익이 작년 동월보다 24.0% 감소한 208억원으로 집계됐다고 31일 공시했다.

같은 기간 매출액은 4천600억원으로 6.2% 늘었으나 당기순이익은 149억원으로 26.8% 줄었다."
"한화생명, 한화손보, 한화증권","한화손보, 보험금 받기 힘든 손보사 1위 왜?
","한화손보는 지난해 선고된 53건 중 35건에서 패소(패소율66%)했다. 이어 롯데손해보험(43건 중 26건, 60.5%), MG손해보험(22건 중 13건, 59.1%), 흥국화재(30건 중15건,50%) 순이다. 금소연은 특히 일부 손해보험사가 신규 소송 제기가 없거나 10건 이하인 것과 비교하면 한화손보의 사례는 턱없이 높은 수준이라고 지적했다. 금소연은 “손보사에 소송이 집중되고 패소율이 높다는 건 소송을 악용한다는 의심을 할 수 밖에 없다”고 우려했다.","한화손해보험이 고객을 상대로 소송을 가장 많이 하는 보험사라는 사실이 통계로 확인됐다. 이에 따라 한화손보가 보험금을 받기 가장 어려운 손보사라는 우려가 제기된다. 이는 올해 3연임에 성공한 박윤식 한화손해보험 사장이 ‘고객가치경영’을 강조한 것과 전혀 달라 기업 윤리가 실종됐다는 비난이 나오고 있다. 

금융소비자연맹이 최근 15개 손해보험사의 지난해 공시자료를 분석한 결과 한화손보의 계약 무효 및 부당이득 반환청구 소송 패소율이 가장 높았다.

금소연 분석에 따르면 한화손보는 지난해 선고된 53건 중 35건에서 패소(패소율66%)했다. 이어 롯데손해보험(43건 중 26건, 60.5%), MG손해보험(22건 중 13건, 59.1%), 흥국화재(30건 중15건,50%) 순이다.

금소연은 특히 일부 손해보험사가 신규 소송 제기가 없거나 10건 이하인 것과 비교하면 한화손보의 사례는 턱없이 높은 수준이라고 지적했다. 금소연은 “손보사에 소송이 집중되고 패소율이 높다는 건 소송을 악용한다는 의심을 할 수 밖에 없다”고 우려했다.

한화손보는 민사조정 제기 건수에서도 527건으로 15개 손보사 합계(726건)에서 약 73%를 차지했다. 이는 업계 1위인 삼성화재(51건)의 10배를 넘는 수치다. 한화손보가 고객과 분쟁이 가장 많은 이유에 대해 나름의 사정은 있겠지만 내부 시스템에 문제는 없는지 살펴봐야 할 것으로 보인다. 이대로 방치하면 불명예는 물론 고객 이탈이라는 최악의 상황으로 이어질 가능성이 높기 때문이다.

최근 선임된 윤석헌 금융감독원장은 평소 소비자 보호의 중요성과 감독 기능 강화를 강조해 왔다. 이에 따라 금감원은 상시 모니터링 시스템을 만들어 보험사들의 불건전 영업행위를 집중적으로 감시하고 소비자 피해 예방을 강화할 방침이다. 이에 따라 소비자 분쟁이 많은 한화손보는 금감원의 감시 대상 1호로 꼽힌다.

한화손해보험과 소비자간의 분쟁은 청와대 청원에까지 올라올 정도다. 한 청원인은 ‘한화손해보험사 오너의 갑질행위! 방화은폐 보험사기를 직원에게 지시, 손해사정보고서를 조작, 밀거래로 돈버는 오너’라는 제목과 함께 사연을 올렸다. 청원자는 “한화손해보험사 본사에 보험사기 친 사실을 항의하러 온 피해자를 직원들이 업무방해로 형사고소 하겠다며 무단으로 동영상 촬영하며 협박하고 민원 접수도 못하게 본사 밖으로 끌어냈다. 이런 갑질로 인해 민원인은 15년간 운영해온 공장을 13억원의 피해를 입고 파산해야 했다”고 주장했다.

한화손보는 청원인의 이런 주장에 귀를 기울여야 할 것으로 보인다. 한화손해보험 박윤식 사장은 경영 이념으로 ‘고객의 행복을 만드는 기업’, ‘고객과 주주와 시장으로부터 믿음과 신뢰를 받는 초우량 기업’을 강조한다. 한화 손보와 소송 사태를 겪은 다수 보험 가입자들은 그 말을 불신한다.

 한화손보 박윤식사장은 2017년 3억 9천1백만원을 성과급으로 받았다. 한화손보와 분쟁 중인 보험가입자들은 ""고객과 잦은 소송으로 회사의 이익을 극대화해 받은 성과급 아니냐""는 주장도 하고 있다."
"한화생명, 한화손보, 한화증권","한화손보 앱 '스마트 인슈' 손바닥 인증 도입… 리뉴얼 기념 이벤트
","한화손해보험은 이번 리뉴얼을 통해 바이오생체 인증 중 하나인 손바닥 인증을 업계 최초로 도입했다. 이와 함께 지문, PIN, 카카오페이 등 다양한 인증수단으로 로그인을 가능하게 해 인증 과정에서 번거로웠던 부분을 대폭 개선했다. ","한화손해보험은 '스마트인슈 앱 NEW 서비스 이용 이벤트'를 실시한다고 30일 밝혔다.

이번 이벤트는 모바일 앱 ‘스마트 인슈(Smart Insu)’ 리뉴얼 오픈을 기념해 마련됐다.

한화손해보험은 이번 리뉴얼을 통해 바이오생체 인증 중 하나인 손바닥 인증을 업계 최초로 도입했다. 이와 함께 지문, PIN, 카카오페이 등 다양한 인증수단으로 로그인을 가능하게 해 인증 과정에서 번거로웠던 부분을 대폭 개선했다.

아울러 고객이 편리하게 이용할 수 있도록 이용안내를 강화했으며 실버고객 등을 위한 ‘큰 글씨 서비스’를 도입하는 등 고객의 편리성과 안전성을 향상시켰다.

개인화 서비스인 ‘MY한화’에서는 보유계약과 보험대출, 보험금청구 정보 등을 한 눈에 확인할 수 있게 고객 맞춤형 서비스를 제공한다. 모바일 환경과 디자인 변경을 통해 장기보험금 청구, 보험계약대출, 각종 증명서 발급신청 기능 등도 심플하고 신속하게 처리할 수 있도록 바꿨다.

이벤트 기간은 다음달 30일까지다. 로그인과 장기보험금 청구 등 서비스 이용 고객 중 추첨을 통해 543명을 선정해 모바일 백화점 상품권과 커피 기프트콘 등을 증정할 예정이다. 당첨자는 7월 13일 홈페이지와 앱 공지사항을 통해 발표한다.

전정표 소비자보호실장은 “고객들이 더 스마트하고 편리한 서비스를 제공받을 수 있도록 대고객 편의성을 한층 향상시켰다”며 “향후에도 모바일 앱 환경에 맞는 편리하고 안전한 서비스를 지속적으로 확대, 제공하는 것을 목표로 스마트하게 보험관리할 수 있는 시스템으로 개선해 나가겠다”고 말했다."
은행권 동향,"""디지털뱅킹化 시중은행들…정작 고객은 앱 설치요구 너무 많아 불편""
","5월 16일 기준으로 11개 주요 은행이 구글플레이스토어와 애플앱스토어에 등록해 제공중인 모바일뱅킹 앱을 조사한 결과 시중은행들은 현재 총 77개의 앱을 출시, 고객이 한 곳의 은행으로부터 모든 서비스를 이용하고자 할 때 평균 7개의 앱을 설치해야만 했다. 대개 2개 이상의 은행을 거래하는 패턴을 감안하면 한 고객이 제대로된 금융서비스를 받기 위해서는 무려 10여 개 이상의 앱을 설치해야 하는 셈이다. ","각 은행들이 디지털뱅킹을 추진하고 있지만 정작 소비자 중심이기 보다는 생산자 관점에 치우쳐 있다는 지적이다. 대표적인 것 중 하나가 중구난방식 어플리케이션(앱) 설치를 요구하는 것이다. 앱이 무분별하게 늘어날 경우 고객은 개별적인 서비스를 일일이 찾아 설치하거나 이용 시 번거로움이 가중될 수 밖에 없다. 이에 따라 각 은행들이 여러 앱을 하나로 통합하려는 시도가 절실하다는 게 전문가들의 중론이다.
5월 16일 기준으로 11개 주요 은행이 구글플레이스토어와 애플앱스토어에 등록해 제공중인 모바일뱅킹 앱을 조사한 결과 시중은행들은 현재 총 77개의 앱을 출시, 고객이 한 곳의 은행으로부터 모든 서비스를 이용하고자 할 때 평균 7개의 앱을 설치해야만 했다. 대개 2개 이상의 은행을 거래하는 패턴을 감안하면 한 고객이 제대로된 금융서비스를 받기 위해서는 무려 10여 개 이상의 앱을 설치해야 하는 셈이다. 

은행별로 살펴보면 씨티은행, KDB산업은행, 인터넷전문은행인 케이뱅크와 카카오뱅크 등 4개 은행은 1개의 앱만 설치하면 모든 서비스를 이용할 수 있도록 업그레이드 돼 있었다. 이에 반해 신한은행(17개), 우리은행(15개), KEB하나은행(13개), KB국민은행(10개) 등 4대 시중은행의 경우 여러 개의 앱을 설치해야만 전체적인 서비스 이용이 가능한 실정이다. 

다수 앱의 설치를 요구하는 은행들에 대해 금융소비자들은 리뷰를 통해 ""앱이 통합되지 않아 불편할 뿐 아니라 대표적인 앱 외에도 적어도 2~3개의 앱을 더 깔아야 기본적인 금융거래가 가능하다""며 ""특히, 지문 로그인과 같은 생체로그인을 이용하기 위해서는 통합인증 앱을 추가로 설치해야 해 불편하다""거나 ""여전히 상당수 은행에서 공인인증서 위주로 운영하고 있고, 복잡한 UI·UX 때문에 사용이 불편하다""는 반응을 보이고 있다. 

은행중 앱 리뷰에서 5점 만점에 4.62의 평점을 받은 씨티은행의 `씨티모바일`에 대해 고객들은 ""공인인증서 없이 아이디 또는 지문 로그인으로 통합적인 은행 거래 가능해 편리했다""며 로그인 하지 않고도 상품별 잔액 및 최근 거래내역 조회할 수 있는 스냅샷(Snapshot) 기능에 높은 점수를 줬다. 

씨티은행에 이어 카카오뱅크는 평균 3.72점의 평점을 얻었다. 고객들은 ""카카오톡 메신저를 연동한 온보딩 프로세스와 UI·UX를 최우선으로 한 서비스 제공이 장점""이라는 평과 함께 하지만 투자상품·신용카드 서비스가 제공되지 않은 점은 아쉬웠다""는 반응을 보였다. 

평점 3.48점으로 3위를 차지한 IBK기업은행의 경우 8개 앱을 제공하고 있음에도 간편 로그인, 간편송금, 간편 외화환전을 제공하는 `휙서비스` 덕분에 비교적 높은 평점을 받을 수 있었다. "
은행권 동향,"뜨거워지는 ‘중금리 시장’…시중은행도 잇따라 동참
",시중은행들이 ‘중금리 시장’에 적극적으로 진출하는 이유는 금융당국이 관련 시장 확대에 적극적으로 나서고 있기 때문으로 풀이된다. 금융사들의 사회적 책임을 요구하는 ‘포용적 금융’을 내세우는 당국의 방침에 적극적으로 호응하려는 의도인 셈이다.  금융당국은 ‘포용적 금융’ 활성화를 위해 올해 중금리 대출 규모를 지난해보다 7000억원 늘린 4조2000억원을 공급한다는 계획이다. 또 오는 2022년까지 관련 시장 규모를 7조원대로 키운다는 방침이다.,"지난해 인터넷전문은행의 등장으로 뜨거워지기 시작한 중금리 대출 시장이 시중은행의 잇따른 동참으로 규모가 한층 더 확대될 전망이다. 주요 시중은행들은 정부의 ‘포용적 금융’에 발맞추는 동시에 고객 저변 확대를 위해 관련 상품을 속속 선보이고 있다.

31일 금융권에 따르면 KEB하나은행은 전날부터 ‘KEB하나 편한 중금리 대출’ 상품을 판매하고 있다. 사회초년생, 프리랜서 또는 주부 등 금융 취약계층을 타깃으로 출시됐으며 대출금리가 최저 4.603%(30일 기준)인 중금리 상품이다.

NH농협은행은 이보다 앞선 지난 4월 ‘NH e직장인중금리 대출’ 상품을 출시했다. 직장인을 대상으로 한 비대면 전용 중금리 신용대출 상품으로 금리는 연 4.2~11.3%다. 재직기간 1년 이상의 법인기업 재직 직원이라면 누구나 2000만원까지 대출이 가능하다.

KB국민은행과 우리은행도 조만간 중금리 대출 상품을 출시할 계획이다. 신한은행의 경우 금융지주 차원에서 신한카드 등과 연계한 중금리 대출 상품을 개발하고 있다. 신한은행의 경우 이미 ‘신한 사잇돌 중금리 대출’ 상품의 금리를 만 29세 이하 청년층 고객과 만 65세 이상 고령층 고객을 대상으로 인하한 바 있다.

이처럼 시중은행들이 ‘중금리 시장’에 적극적으로 진출하는 이유는 금융당국이 관련 시장 확대에 적극적으로 나서고 있기 때문으로 풀이된다. 금융사들의 사회적 책임을 요구하는 ‘포용적 금융’을 내세우는 당국의 방침에 적극적으로 호응하려는 의도인 셈이다. 

금융당국은 ‘포용적 금융’ 활성화를 위해 올해 중금리 대출 규모를 지난해보다 7000억원 늘린 4조2000억원을 공급한다는 계획이다. 또 오는 2022년까지 관련 시장 규모를 7조원대로 키운다는 방침이다.

중금리 대출 시장 자체가 은행에 새로운 블루오션이 될 것이란 분석도 일부 작용한 것으로 보인다. 이미 지난해 인터넷은행과 저축은행 등이 중금리 대출 시장에 선제적으로 진출하며 호실적을 거뒀기 때문이다. 특히 금융당국이 현재 18%인 중금리 대출 가중평균금리를 16.5%로 낮춘다는 방침이라 대출 수요가 더 늘어날 것이 확실시되는 점도 은행들로서는 매력적인 시장이 아닐 수 없다."
은행권 동향,"신한은행, 디지털 크라우드 펀딩 API 서비스 플랫폼 출시
","신한은행의 첫번째 오픈 API 사업은 올초 두타면세점과 출시한 환전 서비스로, 두타면세점 고객이라면 누구나 별도의 앱 설치 없이 두타면세점 앱에서 면세점 쇼핑과 환전까지 한번에 해결할 수 있도록 고객 이동경로를 최적화해 고객의 편의성을 향상시키고 다양한 혜택을 제공했다.","신한은행은 지난 2월 국내 크라우드 펀딩 1위 기업인 '와디즈'와 업무협약에 이어 최근 디지털 크라우드 펀딩 API 서비스 플랫폼을 출시했다고 30일 밝혔다.

신한은행의 첫번째 오픈 API 사업은 올초 두타면세점과 출시한 환전 서비스로, 두타면세점 고객이라면 누구나 별도의 앱 설치 없이 두타면세점 앱에서 면세점 쇼핑과 환전까지 한번에 해결할 수 있도록 고객 이동경로를 최적화해 고객의 편의성을 향상시키고 다양한 혜택을 제공했다.

또한 신한은행은 네이버와 제휴로 네이버 페이 환전 서비스를 출시해 네이버 페이 이용고객은 별도의 절차 없이 신한은행의 환율우대 서비스를 제공 받는다.

신한은행은 이번 크라우드 펀딩 API 서비스 플랫폼 출시로 크라우드펀딩 투자자의 청약증거금을 편리하고 안전하게 보관 가능한 서비스를 제공하게 됐다. 뿐만 아니라 다양한 기업군과 API 기반 사업을 확대해 국내에서 볼 수 없었던 오픈 API 서비스를 제공할 예정이다. "
은행권 동향,"최종구 금융위원장, 은행장들 만나 은행권 현안 논의
","이날 간담회에는 최 위원장과 김태영 은행연합회장을 비롯해 농협·신한·우리·SC제일·하나·기업·국민·씨티·수출입·수협·대구·부산·광주·제주·전북·경남·케이뱅크·카카오뱅크 은행장과 신용보증기금·주택금융공사 대표, 금융연수원·금융연구원·국제금융센터·신용정보원 원장 등이 참석했다. 최 위원장과 은행장 등 참석자들은 최근 경제·금융상황에 대한 인식을 공유하고 은행권 현안에 대한 논의를 진행했다. ","최종구 금융위원장이 은행장들과 만나 생산적·포용적 금융과 희망퇴직 등 은행권 현안에 대해 논의했다. 

은행연합회는 정부와 은행권의 소통을 강화하고 금융정책 및 현안에 대한 이해의 폭을 넓히기 위해 최 위원장을 초청해 은행장 간담회를 개최했다고 28일 밝혔다.

이날 간담회에는 최 위원장과 김태영 은행연합회장을 비롯해 농협·신한·우리·SC제일·하나·기업·국민·씨티·수출입·수협·대구·부산·광주·제주·전북·경남·케이뱅크·카카오뱅크 은행장과 신용보증기금·주택금융공사 대표, 금융연수원·금융연구원·국제금융센터·신용정보원 원장 등이 참석했다.

최 위원장과 은행장 등 참석자들은 최근 경제·금융상황에 대한 인식을 공유하고 은행권 현안에 대한 논의를 진행했다. 

최 위원장은 희망퇴직 활성화 취지를 설명하고 은행권의 다양한 의견을 청취했다. 참석자들은 은행의 경영효율성 제고, 청년채용 확대 등에 도움이 될 수 있는 방향으로 여러 의견을 교환한 것으로 알려졌다. 

또, 소비자 보호 강화 등을 위한 대출 가산금리 산정체계의 합리성·투명성 제고, 생산적 금융 활성화를 위한 제도개선 등에 대한 논의도 이뤄졌다. "
은행권 동향,"이대훈 농협은행장 “4차 산업혁명 시대, 창의성 갖춘 인재 선호”
","이 행장은 “꼭 그렇지 않다”라고 자문자답했다. 그는 “4차 산업혁명이 진행되면서 단순하고 반복적인 업무를 수행하는 일자리는 인공지능·자동화에 따라 대체 가능할 수 있다는 판단에서 이같은 우려가 나오지만, 시간이 갈수록 훨씬 전문화된 은행원들이 필요할 것이고 몇 십년 뒤에도 꽤 괜찮은, 해볼 만한 직업이 될 수 있을 것”이라고 설명했다. ","‘은행원이 10년 이내에 절반가량 없어질 것이다’라는 얘기 들은 적 있죠?” 

28일 서울 용산구 숙명여대에서 열린 ‘아시아투데이-숙명여대 2018 잡 페스티벌’에서 이대훈 NH농협은행장은 강단에 오르자마자 이같이 운을 뗐다. 취업 팁을 얻기 위해 행사에 참석한 학생들은 다소 의아한 표정을 지었다. 

이 행장은 “꼭 그렇지 않다”라고 자문자답했다. 그는 “4차 산업혁명이 진행되면서 단순하고 반복적인 업무를 수행하는 일자리는 인공지능·자동화에 따라 대체 가능할 수 있다는 판단에서 이같은 우려가 나오지만, 시간이 갈수록 훨씬 전문화된 은행원들이 필요할 것이고 몇 십년 뒤에도 꽤 괜찮은, 해볼 만한 직업이 될 수 있을 것”이라고 설명했다. 

◇ 4차 산업혁명 시대...“전문화된 은행원 필요할 것”
이 행장은 인공지능(AI)·빅데이터 등 고도의 IT가 접목된 4차 산업혁명 물결이 거세지며 은행 산업도 빠르게 변화하고 있는 점을 강조했다. 그는 “전통적인 은행 점포는 매년 감소하고 있으며, 카카오뱅크 등 인터넷전문은행의 등장으로 비대면 거래는 늘고 있다”며 “이에 AI를 활용한 고객상담·자산관리 서비스와 빅데이터 분석을 통한 맞춤형 금융서비스가 증가하고 있는 추세”라고 설명했다. 

그렇지만 은행 산업의 지각 변동은 오히려 새로운 도전의 기회가 될 것이라고 이 행장은 내다봤다. 그는 “금융의 디지털화가 빨라질수록 송금·환전 등 간단한 금융 업무는 인터넷전문은행이 주로 맡고, 기존 시중은행들은 전문적이고 심화된 고객 대면 금융 서비스를 제공하게 될 것”이라며 “은행원 개인의 전문성이 점차 중요해질 것”이라고 말했다. 

◇ “엉뚱한 사람이 필요합니다”...‘창의성’ 가진 인재 선호 
이 행장은 NH농협은행에 적합한 인재상으로 ‘발상의 전환으로 새로운 것들을 생각해내는 사람’ ‘혁신적이고 진취적인 사람’을 꼽았다. 쉽게 설명하자면 ‘엉뚱한 사람’이다. 그는 “모범적인 답변이 아닌, 뜻밖의 아이디어를 내놓는 ‘엉뚱한 사람’이 은행에 꼭 필요하다고 본다”고 밝혔다. 

이 행장은 “최근 부행장들에게 농협은행에서 제일 엉뚱하게 생각하는 사람 세명을 뽑아달라고 요청한 바 있다”며 “은행장 직속으로 이런 인재를 곁에 두고 다양한 창의적인 생각을 듣고 싶어서다”라고 말했다. 그는 “통상적인 생각을 갖고 있는 사람은 1~2년 앞 밖에 못본다”며 “기가 막힌 생각을 하는 창의적인 직원들이 우리 회사에 많이 입사하길 바란다”고 강조했다. 

이 외에도 △바른 인성 △소통과 협업 △열정 △창의성을 중요한 덕목으로 꼽았다. 그는 “스펙보다는 인성이 좋은 사람, 협업해 조직의 생산성을 높일 수 있는 사람, 실패를 두려워하지 않고 도전하는 사람이 NH농협은행이 추구하는 인재상”이라고 덧붙였다."
